location,star,name,competitors,counts
北京,3,北京都季商旅酒店,"汉庭酒店(北京良乡大学城店),7天连锁酒店(北京西站北广场店),如家酒店(北京传媒大学西门店)","2,2,1"
北京,2,北京十月酒店,如家酒店(北京传媒大学西门店),1
北京,4,北京天通苑立水桥地铁站轻居酒店,"北京南站亚朵酒店,如家酒店(北京传媒大学西门店),麗枫酒店(北京十八里店老君堂店),桔子酒店(北京三里屯太古里店)","12,1,1,1"
北京,3,希岸酒店(北京大兴国际机场一店),锦江之星(北京珠市口店),1
北京,3,北京凤凰台饭店,"北京石景山游乐园希尔顿欢朋酒店,如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店),北京京伦饭店,城市便捷酒店(北京怀柔万达广场店),宜必思酒店(北京天坛东门地铁站店),汉庭酒店(北京良乡大学城店)","8,3,2,1,1,1,1"
北京,3,华驿精选酒店(北京新国展首都机场店),"秋果酒店(北京新国展首都机场店),如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店),格林豪泰(北京市首都机场第二店),北京和平里旅居酒店,全季酒店(北京八一电影制片厂店),如家精选酒店(北京农展长虹桥店)","75,4,2,2,1,1,1"
北京,3,山水时尚酒店(北京南站天坛南门店),"如家酒店(北京传媒大学西门店),全季酒店(北京八一电影制片厂店),北京南站亚朵酒店,锦江之星(北京珠市口店),桔子酒店(北京三里屯太古里店),海友酒店(北京昌平府学路店),北京和平里旅居酒店","3,2,2,1,1,1,1"
北京,4,未名四合院(北京南锣店),"布丁酒店(北京南站6号到达口店),如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店)","3,1,1"
北京,2,O2轻奢酒店(北京立水桥地铁站店),"汉庭酒店(北京良乡大学城店),桔子水晶北京前门酒店,桔子酒店(北京三里屯太古里店),如家酒店(北京传媒大学西门店)","2,1,1,1"
北京,2,如家酒店(北京西客站北广场店),"汉庭酒店(北京良乡大学城店),桔子水晶北京丽泽商务区天坛医院酒店,维也纳3好酒店(北京昌平沙河地铁站店)","5,1,1"
北京,5,金茂北京威斯汀大饭店,"北京石景山游乐园希尔顿欢朋酒店,如家酒店(北京传媒大学西门店),汉庭酒店(北京良乡大学城店),北京瑰丽酒店,锦江之星(北京珠市口店),全季酒店(北京八一电影制片厂店),7天连锁酒店(北京西站北广场店),Parkside Inn 帕格森蒂·悦居酒店","2,2,2,2,1,1,1,1"
北京,5,北京朝林松源酒店,"北京瑰丽酒店,北京石景山游乐园希尔顿欢朋酒店","2,1"
北京,2,欣燕都连锁酒店(北京前门天街店),"海友酒店(北京昌平府学路店),城市便捷酒店(北京怀柔万达广场店),如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店)","2,2,1,1"
北京,2,速8酒店(北京刘家窑地铁站店),7天连锁酒店(北京西站北广场店),1
北京,2,北京首都机场精选酒店,"如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店),汉庭酒店(北京良乡大学城店)","3,1,1"
北京,5,北京远通维景国际大酒店,"北京丽晶酒店,北京石景山游乐园希尔顿欢朋酒店,桔子酒店(北京三里屯太古里店),7天连锁酒店(北京西站北广场店),北京唐拉雅秀酒店","1,1,1,1,1"
北京,3,如家精选酒店(北京东四店),"如家酒店(北京传媒大学西门店),和颐酒店(北京石景山万达广场店),如家商旅酒店(北京站店),北京泛太平洋酒店","5,2,1,1"
北京,2,IU酒店(北京站地铁站店),"如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店),北京宝辰饭店,汉庭酒店(北京良乡大学城店)","1,1,1,1"
北京,5,北京维景国际大酒店,"全季酒店(北京八一电影制片厂店),如家酒店(北京传媒大学西门店),汉庭酒店(北京良乡大学城店),北京瑰丽酒店,格林豪泰智选酒店(北京八达岭长城康庄店),7天连锁酒店(北京西站北广场店),北京南站亚朵酒店","3,2,1,1,1,1,1"
北京,5,北京泰富酒店,"北京石景山游乐园希尔顿欢朋酒店,北京丽晶酒店,格林豪泰智选酒店(北京八达岭长城康庄店),北京瑰丽酒店","3,2,1,1"
北京,2,如家酒店(北京燕莎新源里店),速8酒店(北京方庄地铁站店),1
北京,5,北京世纪金源香山商旅酒店,"如家酒店(北京传媒大学西门店),和颐酒店(北京石景山万达广场店),北京和平里旅居酒店,北京南站亚朵酒店,秋果S1918庭院式酒店(北京天安门店),汉庭酒店(北京良乡大学城店)","3,2,1,1,1,1"
北京,2,格林豪泰(北京首都机场T3馨港店),格林豪泰酒店(北京方庄店),1
北京,3,飘HOME连锁酒店(北京华贸店),,
北京,5,北京泰康商学院,速8酒店(北京方庄地铁站店),1
北京,5,北京京都信苑饭店,"如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店),北京石景山游乐园希尔顿欢朋酒店","2,1,1"
北京,5,北京名人国际大酒店,"7天连锁酒店(北京西站北广场店),汉庭酒店(北京良乡大学城店),如家酒店(北京传媒大学西门店),桔子水晶北京安贞酒店","1,1,1,1"
北京,3,北京卓尚酒店,如家酒店(北京传媒大学西门店),1
北京,4,和颐酒店(北京石景山万达广场店),"如家酒店(北京传媒大学西门店),美豪酒店(北京上地软件园店),汉庭酒店(北京良乡大学城店),秋果酒店(北京新国展首都机场店)","8,2,1,1"
北京,4,行舍酒店(前门天坛店),,
北京,5,北京行宫国际酒店,汉庭酒店(北京良乡大学城店),1
北京,4,桔子水晶北京南站木樨园酒店,"桔子酒店(北京三里屯太古里店),桔子水晶北京南站木樨园酒店,如家酒店(北京传媒大学西门店)","3,1,1"
北京,5,北京瑞海姆田园度假村,汉庭酒店(北京良乡大学城店),2
北京,5,北京歌华开元大酒店,"桔子水晶北京安贞酒店,如家酒店(北京传媒大学西门店),桔子酒店(北京三里屯太古里店),汉庭酒店(北京良乡大学城店)","6,2,2,1"
北京,5,北京东直门雅辰悦居酒店,"北京京伦饭店,北京石景山游乐园希尔顿欢朋酒店,北京金陵饭店","1,1,1"
北京,5,北京千禧大酒店,"北京瑰丽酒店,全季酒店(北京八一电影制片厂店),如家酒店(北京传媒大学西门店),北京南站亚朵酒店,汉庭酒店(北京良乡大学城店),北京石景山游乐园希尔顿欢朋酒店","8,3,3,2,2,1"
北京,3,桔子酒店(北京昌平地铁站科技园店),,
北京,4,丽呈秋果酒店(北京方庄地铁站店),"北京南站亚朵酒店,桔子水晶北京前门酒店,桔子酒店(北京三里屯太古里店),汉庭酒店(北京良乡大学城店),如家酒店(北京传媒大学西门店)","2,1,1,1,1"
北京,5,北京兴基铂尔曼饭店,"全季酒店(北京八一电影制片厂店),如家酒店(北京传媒大学西门店),北京石景山游乐园希尔顿欢朋酒店,7天连锁酒店(北京西站北广场店)","3,2,1,1"
北京,2,北京寄航洲际酒店,"全季酒店(北京八一电影制片厂店),北京石景山游乐园希尔顿欢朋酒店","2,1"
北京,2,飘HOME连锁酒店(北京国展和平里店),"锦江之星(北京珠市口店),如家酒店(北京传媒大学西门店),全季酒店(北京八一电影制片厂店),7天连锁酒店(北京西站北广场店),桔子水晶北京安贞酒店,秋果酒店(北京新国展首都机场店),汉庭酒店(北京良乡大学城店)","2,2,2,1,1,1,1"
北京,4,秋果酒店(北京站同仁医院崇文门地铁站店),"北京贝尔特酒店,桔子酒店(北京三里屯太古里店),全季酒店(北京八一电影制片厂店),如家酒店(北京传媒大学西门店),汉庭酒店(北京良乡大学城店),桔子水晶北京前门酒店,北京丽晶酒店,喆啡酒店(北京传媒大学双桥地铁站万达广场店),7天连锁酒店(北京西站北广场店),北京石景山游乐园希尔顿欢朋酒店","6,6,3,3,2,2,1,1,1,1"
北京,2,家美世界城酒店公寓(北京世贸天阶店),如家酒店(北京传媒大学西门店),1
北京,4,格兰云天·阅酒店(北京奥宇店),,
北京,3,北京建国门CBD亚朵轻居酒店,"如家酒店(北京传媒大学西门店),7天连锁酒店(北京西站北广场店),汉庭酒店(北京良乡大学城店),锦江之星(北京珠市口店),全季酒店(北京八一电影制片厂店),北京和平里旅居酒店,北京东直门亚朵S酒店,北京石景山游乐园希尔顿欢朋酒店,麗枫酒店(北京十八里店老君堂店)","6,4,2,2,2,1,1,1,1"
北京,3,瑞尔威连锁饭店(北京西客站店),"7天连锁酒店(北京西站北广场店),如家酒店(北京传媒大学西门店),和颐酒店(北京石景山万达广场店)","4,2,1"
北京,4,东方圣达文化酒店(北京南锣鼓巷步行街店),"如家酒店(北京传媒大学西门店),如家精选酒店(北京农展长虹桥店),速8酒店(北京方庄地铁站店),花筑·北京迈克之家四合院精品酒店,漫心北京天安门王府井酒店","4,1,1,1,1"
北京,5,北京好苑建国酒店,,
北京,3,时光漫步怀旧主题酒店(北京天安门广场店),如家酒店(北京传媒大学西门店),2
北京,2,北京兴化路宾馆,"桔子水晶北京安贞酒店,如家酒店(北京传媒大学西门店)","3,3"
北京,5,北京蔓兰酒店,"北京南站亚朵酒店,如家酒店(北京传媒大学西门店)","1,1"
北京,2,七巧屋酒店(北京草桥地铁站店),"海友酒店(北京昌平府学路店),北京南站亚朵酒店,如家酒店(北京传媒大学西门店),格林豪泰(北京市首都机场第二店),桔子水晶北京南站西铁营酒店","4,1,1,1,1"
北京,2,格林豪泰(北京回龙观平西府地铁站店),,
北京,3,柏曼酒店(北京黄村西大街地铁站店),喆啡酒店(北京传媒大学双桥地铁站万达广场店),1
北京,3,麗枫酒店(北京通州环球果园地铁站店),全季酒店(北京八一电影制片厂店),1
北京,2,北京柚米寓酒店,,
北京,2,乐盟酒店(北京南锣鼓巷店),如家酒店(北京传媒大学西门店),1
北京,2,7天连锁酒店(北京鸟巢店),"锦江之星(北京珠市口店),速8酒店(北京方庄地铁站店),7天优品酒店(北京三里屯团结湖地铁站店)","1,1,1"
