名称	入住日期	出行目的	评分	评论文本	shortTexts	score	shortTexts-negative	score-negative
速8酒店(北京方庄地铁站店)	2021/6/1	家庭亲子	5	房间空间挺大，多次入住  离肿瘤医院很近  周围有超市饭店   院子里有停车场，楼下有大排档烧烤	"['院子里有停车场', '楼下有大排档烧烤', '周围有超市饭店', '多次入住', '离肿瘤医院很近', '房间空间挺大']"	"[0.0609838, 0.331787, 0.253477, 0.000606136, 0.0125514, 0.00257578]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/8/1	商务出差	5	酒店在一个大院里，距离地铁站也近，前台服务员态度和蔼可亲，交通方便周围吃饭和购物方便，美食一条街有很多老字号的饭店，离肿瘤医院，天安门广场，天坛公园非常的近。酒店房间非常的干净，经济的房间小点毕竟价格低，带窗户的房间还是很大的，空调是新换的制冷效果非常的不错，房间有免费的矿泉水，设施齐全没有异味，而且最主要是三楼的床垫睡着特别特别的舒服，住着心情舒畅。价格还优惠，性价比高，下回过来还会光顾  强烈推荐入住??服务：??环境：??卫生：?? 交通：	"['酒店房间非常的干净', '带窗户的房间还是很大的', '交通', '天坛公园非常的近', '房间有免费的矿泉水', '价格还优惠', '经济的房间小点毕竟价格低', '性价比高', '酒店在一个大院里', '空调是新换的制冷效果非常的不错', '美食一条街有很多老字号的饭店', '离肿瘤医院', '\U0001f9f9卫生', '??环境', '住着心情舒畅', '天安门广场', '距离地铁站也近', '强烈推荐入住??服务', '而且最主要是三楼的床垫睡着特别特别的舒服', '下回过来还会光顾', '前台服务员态度和蔼可亲', '设施齐全没有异味', '交通方便周围吃饭和购物方便']"	"[6.10637e-05, 0.0218722, 0.0258796, 0.000724366, 0.00655971, 0.0449427, 0.0648103, 0.000115398, 0.074755, 0.000249963, 0.0088655, 0.560941, 0.152477, 0.0991694, 0.0040586, 0.00329911, 0.00402548, 0.000893622, 0.0014535, 0.00013255, 0.163425, 0.00143897, 0.0112301]"	['离肿瘤医院']	[0.560941]
速8酒店(北京方庄地铁站店)	2021/9/1	其他	5	离肿瘤医院比较近，酒店的位置好找，有地铁14号线方庄下车附近有公交车，交通都方便，酒店有免费停车场车位充足，旁边有药房物美超市，大堂很敞亮  前台很热情   高级双床房间要比二楼的房间大，床也特别的舒服，还给配备免费的矿泉水，卫生干净整洁住着比较放心，最主要是比周围的性价比高，下次来北京首选这家酒店，强烈推荐	"['酒店的位置好找', '酒店有免费停车场车位充足', '高级双床房间要比二楼的房间大', '最主要是比周围的性价比高', '有地铁14号线方庄下车附近有公交车', '大堂很敞亮', '离肿瘤医院比较近', '床也特别的舒服', '交通都方便', '前台很热情', '还给配备免费的矿泉水', '旁边有药房物美超市', '强烈推荐', '下次来北京首选这家酒店', '卫生干净整洁住着比较放心']"	"[0.00165126, 0.000853732, 0.0607082, 0.000336444, 0.0147533, 0.00464659, 0.130288, 0.000159621, 0.00304171, 0.0119571, 0.00187727, 0.479421, 9.91388e-05, 3.8029e-05, 0.00469612]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	情侣出游	4.7	很好，来过两次这次来得晚了，给升了个高级，房间还挺干净，空间大，床垫非常软，枕头有棉的和棉加荞麦皮的，挺好，前台姐姐很亲切，设备老了些，老酒店了，下楼看见了很有意思得装修，哈哈	"['很好', '挺好', '老酒店了', '设备老了些', '空间大', '房间还挺干净', '下楼看见了很有意思得装修', '给升了个高级', '哈哈', '床垫非常软', '前台姐姐很亲切', '来过两次这次来得晚了', '枕头有棉的和棉加荞麦皮的']"	"[0.000129439, 0.00122581, 0.0418863, 0.997579, 0.000215014, 0.141228, 0.033813, 0.349141, 0.000216611, 0.200131, 0.00235527, 0.00132292, 0.317132]"	['设备老了些']	[0.997579]
速8酒店(北京方庄地铁站店)	2021/6/1	朋友出游	5	酒店地理位置很方便，离地铁站很近，附近还有超市，屋里环境好，还给配备了免费的矿泉水，卫生干净整洁，前台服务态度非常好，院内还有免费的停车场，酒店消毒做的比较好，住着比较放心，性价比高，下次还会光临。	"['酒店消毒做的比较好', '附近还有超市', '院内还有免费的停车场', '性价比高', '离地铁站很近', '住着比较放心', '还给配备了免费的矿泉水', '酒店地理位置很方便', '屋里环境好', '下次还会光临', '前台服务态度非常好', '卫生干净整洁']"	"[0.0419719, 0.186852, 0.0156058, 0.000115398, 0.00515044, 0.00391043, 0.00338578, 0.000240903, 0.018661, 0.00010618, 0.0150214, 0.0135591]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	朋友出游	5	推荐入住！！ 地理位置距离方庄地铁站5分钟左右路程，出行很方便~ 房型由经济升了标准，提前打电话留了带外窗的房间，住宿环境很棒，结合价格性价比超高。 一定要表扬前台小哥哥，态度非常棒，人很热心?? 以后来北京一定会考虑再来这家店的！	"['住宿环境很棒', '出行很方便', '推荐入住', '人很热心??', '态度非常棒', '提前打电话留了带外窗的房间', '房型由经济升了标准', '一定要表扬前台小哥哥', '以后来北京一定会考虑再来这家店的', '结合价格性价比超高', '地理位置距离方庄地铁站5分钟左右路程']"	"[0.000355859, 0.00033263, 0.00060418, 0.000989612, 0.00130152, 0.0183179, 0.53036, 0.0503694, 0.000121669, 0.000174474, 0.0601895]"	['房型由经济升了标准']	[0.53036]
速8酒店(北京方庄地铁站店)	2021/7/1	其他	4.5	入住这家酒店，最让人感到幸运的是酒店的前台接待人员，素质都很高，尤其是叫刘欢的工作人员，特别友好和善，会耐心的给顾客调换房间，没有一丝一毫的怠慢，非常周到的给每个人服务，很有能力。有时在大厅里等家人的时候会和他们聊天，真是疏解了很多看病的紧张情绪，让人感觉很舒心。酒店位置离肿瘤医院很近，高级标准间和大床房间环境不错。周边吃饭的地方推荐刘家大院农家菜，干净实惠口味好。	"['最让人感到幸运的是酒店的前台接待人员', '让人感觉很舒心', '很有能力', '入住这家酒店', '素质都很高', '会耐心的给顾客调换房间', '尤其是叫刘欢的工作人员', '有时在大厅里等家人的时候会和他们聊天', '非常周到的给每个人服务', '酒店位置离肿瘤医院很近', '周边吃饭的地方推荐刘家大院农家菜', '特别友好和善', '真是疏解了很多看病的紧张情绪', '高级标准间和大床房间环境不错', '没有一丝一毫的怠慢', '干净实惠口味好']"	"[0.00837427, 0.000218477, 0.000327323, 0.00163186, 0.000592575, 0.0268408, 0.577184, 0.0149279, 0.000787553, 0.00204885, 0.341549, 0.00011973, 0.430987, 0.00509791, 0.387227, 0.000409525]"	['尤其是叫刘欢的工作人员']	[0.577184]
速8酒店(北京方庄地铁站店)	2021/5/1	商务出差	5	房间很干净设施挺好，环境卫生和服务也很好，离地铁口很近   门口有饭店经济实惠，值得推荐	"['离地铁口很近', '房间很干净设施挺好', '环境卫生和服务也很好', '值得推荐', '门口有饭店经济实惠']"	"[0.00383876, 0.00193393, 0.00137073, 0.000139595, 0.0736764]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	情侣出游	5	【家庭主题房】环境很好，交通也方便，卫生好 ，服务也好，总之哪里都好，希望改进的就是隔音不太好，希望继续努力	"['服务也好', '卫生好', '总之哪里都好', '交通也方便', '希望继续努力', '希望改进的就是隔音不太好', '【家庭主题房】环境很好']"	"[0.0025242, 0.0207936, 0.00863311, 0.00121551, 0.13036, 0.903663, 0.00357101]"	['希望改进的就是隔音不太好']	[0.903663]
速8酒店(北京方庄地铁站店)	2021/4/1	独自旅行	5	昨天到北京就有些晚了，给前台小哥打电话，说第二天我可能会晚点才能退房，小哥服务特周到贴心，把退房时间推迟到两点之前，所以为小哥的服务点个赞，房间干净卫生，价格也很亲民，还有免费的停车场，所以要赞一个	"['所以为小哥的服务点个赞', '小哥服务特周到贴心', '把退房时间推迟到两点之前', '所以要赞一个', '给前台小哥打电话', '房间干净卫生', '昨天到北京就有些晚了', '说第二天我可能会晚点才能退房', '还有免费的停车场', '价格也很亲民']"	"[0.00293031, 0.0038473, 0.995286, 0.000109629, 0.452819, 0.00909293, 0.0276529, 0.994133, 0.011851, 0.000203094]"	"['把退房时间推迟到两点之前', '说第二天我可能会晚点才能退房']"	"[0.995286, 0.994133]"
速8酒店(北京方庄地铁站店)	2021/8/1	商务出差	5	房间设施齐全，干净整洁    前台服务态度特别好，空调还是新的刚刚装修过，房间还有免费的矿泉水，旁边有超市医院很房产，院里有免费停车场	"['房间还有免费的矿泉水', '院里有免费停车场', '房间设施齐全', '旁边有超市医院很房产', '干净整洁', '空调还是新的刚刚装修过', '前台服务态度特别好']"	"[0.00545861, 0.0354644, 0.00113958, 0.704312, 0.000467698, 0.32212, 0.012225]"	['旁边有超市医院很房产']	[0.704312]
速8酒店(北京方庄地铁站店)	2021/7/1	其他	4.7	去过两次，第二次给我们升了个级，地理位置好，周围吃饭，购物都很方便，交通也很便利，第一次在一楼，窗户挨着别的酒店，空调声音大，第二次在二楼很安静。	"['第二次在二楼很安静', '第一次在一楼', '去过两次', '交通也很便利', '购物都很方便', '第二次给我们升了个级', '周围吃饭', '地理位置好', '空调声音大', '窗户挨着别的酒店']"	"[0.00152165, 0.0554129, 0.0143805, 0.000654968, 0.000254281, 0.148011, 0.130624, 0.0279467, 0.99044, 0.0596054]"	['空调声音大']	[0.99044]
速8酒店(北京方庄地铁站店)	2021/4/1	情侣出游	5	卫生条件特别好，服务热情，屋里干净没有异味。还有免费的停车场，不错的酒店。五星好评。	"['五星好评', '不错的酒店', '还有免费的停车场', '服务热情', '卫生条件特别好', '屋里干净没有异味']"	"[5.37887e-05, 6.0861e-05, 0.011851, 0.0353807, 0.00183657, 0.0132026]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/7/1	家庭亲子	5	前台服务挺好，房间设施干净卫生  空调也是新的  有免费停车场，房间有免费矿泉水   床单被罩卫生特别的干净，强烈推荐下次还会来入住	"['房间设施干净卫生', '房间有免费矿泉水', '有免费停车场', '床单被罩卫生特别的干净', '空调也是新的', '前台服务挺好', '强烈推荐下次还会来入住']"	"[0.00972222, 0.0101546, 0.027026, 0.0083407, 0.00772386, 0.105185, 2.60598e-05]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/7/1	家庭亲子	4	跟儿子出来玩了四天，酒店的位置还算不错，周围吃饭的地方挺多，但房间隔音效果不好，半夜竟然能被隔壁呼噜声吵醒了，电视机也只能收到10个台而已！	"['酒店的位置还算不错', '但房间隔音效果不好', '半夜竟然能被隔壁呼噜声吵醒了', '周围吃饭的地方挺多', '跟儿子出来玩了四天', '电视机也只能收到10个台而已']"	"[0.0118566, 0.881261, 0.997988, 0.278877, 0.075739, 0.999659]"	"['但房间隔音效果不好', '半夜竟然能被隔壁呼噜声吵醒了', '电视机也只能收到10个台而已']"	"[0.881261, 0.997988, 0.999659]"
速8酒店(北京方庄地铁站店)	2021/7/1	家庭亲子	5	地理位置好，交通便利。出地铁站走不了多远就是酒店，附近可选饭店多，旁边就是超市，便利店。 服务态度特别好，房间干净卫生无异味，性价比高，强烈推荐，本人来了许多次了，真实可靠	"['便利店', '交通便利', '出地铁站走不了多远就是酒店', '附近可选饭店多', '地理位置好', '真实可靠', '旁边就是超市', '性价比高', '强烈推荐', '本人来了许多次了', '服务态度特别好', '房间干净卫生无异味']"	"[0.0329298, 0.00470113, 0.0108834, 0.27129, 0.0279467, 0.00289527, 0.195718, 0.000115398, 9.91388e-05, 0.009684, 0.00363274, 0.00374978]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	商务出差	3.5	真得吐槽一下，晚上楼下是个大排档之类的，嘈杂。零晨楼下院里有个拉破车的拉东西，铁轮子，感觉到了矿井，估计是给饭馆拉酒，叮叮咣咣一夜没睡好。去北京住的最不满意的一晚??	"['晚上楼下是个大排档之类的', '嘈杂', '真得吐槽一下', '零晨楼下院里有个拉破车的拉东西', '铁轮子', '去北京住的最不满意的一晚??', '估计是给饭馆拉酒', '感觉到了矿井', '叮叮咣咣一夜没睡好']"	"[0.556263, 0.964314, 0.999461, 0.713705, 0.051561, 0.977695, 0.995407, 0.46274, 0.980415]"	"['晚上楼下是个大排档之类的', '嘈杂', '真得吐槽一下', '零晨楼下院里有个拉破车的拉东西', '去北京住的最不满意的一晚??', '估计是给饭馆拉酒', '叮叮咣咣一夜没睡好']"	"[0.556263, 0.964314, 0.999461, 0.713705, 0.977695, 0.995407, 0.980415]"
速8酒店(北京方庄地铁站店)	2021/1/1	家庭亲子	5	房间挺干净，设施也很好，也有矿泉水，中央空调，晚上一点也不冷，床头也有插座，房间都是新装修的，窗户也是新换的，离医院也近，附近有好多的饭店小吃，非常的方便，强力推荐大家！！！	"['窗户也是新换的', '也有矿泉水', '房间都是新装修的', '设施也很好', '离医院也近', '床头也有插座', '附近有好多的饭店小吃', '房间挺干净', '非常的方便', '晚上一点也不冷', '中央空调', '强力推荐大家']"	"[0.171976, 0.0177904, 0.0867294, 0.000360872, 0.0376394, 0.0390199, 0.274177, 0.0314117, 0.000139065, 0.893229, 0.0734539, 8.65577e-05]"	['晚上一点也不冷']	[0.893229]
速8酒店(北京方庄地铁站店)	2021/7/1	家庭亲子	5	酒店位置很好，距离地铁站非常近，附近饭店也很多，房间很大，服务态度也特别好，各种问题很耐心的解答。下次还会来。	"['附近饭店也很多', '酒店位置很好', '房间很大', '服务态度也特别好', '各种问题很耐心的解答', '下次还会来', '距离地铁站非常近']"	"[0.0752642, 0.000143167, 0.00681605, 0.000722509, 0.0102658, 7.91591e-05, 0.00217499]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/2/1	独自旅行	5	就近选了一家便宜的酒店，房间干净，卫生，客房服务热情，酒店的位置离地铁站还挺近的。刚来的时候找不到酒店位置，打了好几个电话给前台，人家没嫌我烦，还耐心的告诉我怎么走，还好打电话问了路，要不然自己得走多少冤枉路????????还提着一个死沉死沉的行李箱。还好酒店的大哥，帮我提到房间??????	"['还好酒店的大哥', '还好打电话问了路', '酒店的位置离地铁站还挺近的', '就近选了一家便宜的酒店', '刚来的时候找不到酒店位置', '房间干净', '打了好几个电话给前台', '还耐心的告诉我怎么走', '卫生', '人家没嫌我烦', '帮我提到房间??????', '客房服务热情', '要不然自己得走多少冤枉路????????还提着一个死沉死沉的行李箱']"	"[0.103302, 0.585401, 0.00217099, 0.0160655, 0.0202197, 0.0018284, 0.590155, 0.211041, 0.722853, 0.991377, 0.0398737, 0.0219371, 0.798519]"	"['还好打电话问了路', '打了好几个电话给前台', '卫生', '人家没嫌我烦', '要不然自己得走多少冤枉路????????还提着一个死沉死沉的行李箱']"	"[0.585401, 0.590155, 0.722853, 0.991377, 0.798519]"
速8酒店(北京方庄地铁站店)	2021/3/1	其他	5	"酒店有费停车场，停车方便，车位充足,附近有公交站，交通都方便。旁边还有美食一条街，超市。有门禁也很好，进去客房区需要刷房卡，感觉很安全很踏实。大堂很敞亮，前台很热情"	"['停车方便', '交通都方便', '有门禁也很好', '酒店有费停车场', '超市', '车位充足', '大堂很敞亮', '前台很热情', '附近有公交站', '感觉很安全很踏实', '旁边还有美食一条街', '进去客房区需要刷房卡']"	"[0.0100908, 0.00304171, 0.00036731, 0.0349938, 0.0715471, 0.00221025, 0.00464659, 0.0119571, 0.152024, 0.000131027, 0.148291, 0.33575]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	其他	4	总得来说还行。停车免费，但是院里也就是能停十多辆车。院是几个酒店共享的那种，有餐饮，还有别的酒店，还是一个医院的后门。 没有电梯。 酒店位置不是在繁华地方，但周边也有小店吃饭。早饭没有要。	"['还有别的酒店', '早饭没有要', '没有电梯', '院是几个酒店共享的那种', '有餐饮', '还是一个医院的后门', '但周边也有小店吃饭', '但是院里也就是能停十多辆车', '停车免费', '酒店位置不是在繁华地方', '总得来说还行']"	"[0.024588, 0.733569, 0.625854, 0.0371988, 0.0508969, 0.99768, 0.588169, 0.29457, 0.0152874, 0.0222512, 0.0312975]"	"['早饭没有要', '没有电梯', '还是一个医院的后门', '但周边也有小店吃饭']"	"[0.733569, 0.625854, 0.99768, 0.588169]"
速8酒店(北京方庄地铁站店)	2021/6/1	商务出差	5	军都督府嘀嘀咕咕次次次次次都会来袭？我的手机已经无法接通？北京奥运会上没有你能给他带来了巨大作用？这样	['军都督府嘀嘀咕咕次次次次次都会来袭？我的手机已经无法接通？北京奥运会上没有你能给他带来了巨大作用？这样']	[0.998787]	['军都督府嘀嘀咕咕次次次次次都会来袭？我的手机已经无法接通？北京奥运会上没有你能给他带来了巨大作用？这样']	[0.998787]
速8酒店(北京方庄地铁站店)	2021/5/1	商务出差	5	服务态度超级好，酒店院里有烧烤美食，还能免费停车。酒店卫生干净，周边交通便利。有地铁。离医院近，附近有超市。买东西方便。	"['附近有超市', '有地铁', '离医院近', '酒店院里有烧烤美食', '酒店卫生干净', '买东西方便', '周边交通便利', '服务态度超级好', '还能免费停车']"	"[0.190111, 0.0209173, 0.145241, 0.0068199, 0.000684889, 0.00435556, 0.0141796, 0.00113452, 0.0314356]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/5/1	商务出差	5	不在马路边，非常安静，附近有餐饮，但是都不是本地特色，距离地铁口步行也就六、七分钟吧，环境还是不错的，在北京，这个价位非常亲民了，尤其是提前预订！	"['不在马路边', '在北京', '非常安静', '但是都不是本地特色', '环境还是不错的', '尤其是提前预订', '七分钟吧', '这个价位非常亲民了', '附近有餐饮', '距离地铁口步行也就六']"	"[0.954399, 0.0180514, 8.2301e-05, 0.978735, 0.0376966, 0.00137237, 0.952513, 0.00163339, 0.262078, 0.236061]"	"['不在马路边', '但是都不是本地特色', '七分钟吧']"	"[0.954399, 0.978735, 0.952513]"
速8酒店(北京方庄地铁站店)	2021/7/1	家庭亲子	2.2	服务态度不好，没等住完要增加一天结果把房间定出去了，这是来北京住的最差的一个酒店了。	"['这是来北京住的最差的一个酒店了', '没等住完要增加一天结果把房间定出去了', '服务态度不好']"	"[0.999985, 0.614674, 0.997556]"	"['这是来北京住的最差的一个酒店了', '没等住完要增加一天结果把房间定出去了', '服务态度不好']"	"[0.999985, 0.614674, 0.997556]"
速8酒店(北京方庄地铁站店)	2021/8/1	商务出差	5	很好不错很好不错。 ?? 交通：方便 ??卫生：干净 ??环境：很好不错 ??服务：很好不错。 值得推荐。	"['很好不错', '交通', '方便', '干净', '\U0001f9f9卫生', '??环境', '??服务', '值得推荐']"	"[0.000333801, 0.0258796, 0.00119167, 0.00020404, 0.152477, 0.0991694, 0.605869, 0.000139594]"	['??服务']	[0.605869]
速8酒店(北京方庄地铁站店)	2021/5/1	家庭亲子	3	酒店好的一点是离地铁站特别的近，出行比较方便，价格也还行，我们是连住5天，第2天没有进来打扫卫生，说了之后才有打扫。酒店整体设施比较陈旧，卫生间浴霸不好用，电视也看不了。虽然连住5天有优惠，但是如果不满意的话也不能中途退，大家在定连住房的时候慎重	"['我们是连住5天', '虽然连住5天有优惠', '电视也看不了', '第2天没有进来打扫卫生', '价格也还行', '卫生间浴霸不好用', '出行比较方便', '说了之后才有打扫', '但是如果不满意的话也不能中途退', '酒店好的一点是离地铁站特别的近', '大家在定连住房的时候慎重', '酒店整体设施比较陈旧']"	"[0.0668008, 0.0693904, 0.996615, 0.95798, 0.0249466, 0.935269, 0.0143381, 0.956314, 0.922873, 0.000740232, 0.99711, 0.157882]"	"['电视也看不了', '第2天没有进来打扫卫生', '卫生间浴霸不好用', '说了之后才有打扫', '但是如果不满意的话也不能中途退', '大家在定连住房的时候慎重']"	"[0.996615, 0.95798, 0.935269, 0.956314, 0.922873, 0.99711]"
速8酒店(北京方庄地铁站店)	2021/1/1	家庭亲子	5	房间设施挺好，挺干净，院里有免费停车场，房间有矿泉水，附近有很多饭店小吃，离医院很近，价格合理，干净卫生	"['挺干净', '干净卫生', '离医院很近', '房间有矿泉水', '房间设施挺好', '附近有很多饭店小吃', '院里有免费停车场', '价格合理']"	"[0.00379434, 0.00251774, 0.0229845, 0.0740468, 0.00657488, 0.30773, 0.0354644, 0.000210452]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/4/1	其他	5	很干净！环境很好！旁边买吃的都很方便！来来回回住了好几次了！服务态度非常好！	"['环境很好', '很干净', '服务态度非常好', '旁边买吃的都很方便', '来来回回住了好几次了']"	"[0.00109377, 0.000223777, 0.0022339, 0.0163667, 0.00304161]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/8/1	商务出差	5	很干净，交通方便  前台服务人员特别好， 也很专业问题耐心解答，房间设施齐全	"['很干净', '交通方便', '也很专业问题耐心解答', '房间设施齐全', '前台服务人员特别好']"	"[0.000223777, 0.0089512, 0.000217387, 0.00113958, 0.0279302]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	商务出差	5	酒店位置很好，干净卫生，设施齐全，出行方便，房间很干净没有异味，房间很大，服务态度很好  24小时热水	"['房间很大', '房间很干净没有异味', '干净卫生', '酒店位置很好', '服务态度很好', '设施齐全', '出行方便', '24小时热水']"	"[0.00681605, 0.00293097, 0.00251774, 0.000143167, 0.00890883, 0.000717218, 0.000778466, 0.051861]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/4/1	其他	5	离医院很近，看病方便，酒店卫生干净。出门就是超市买东西特别便利，而且周边小吃也很多，步行去医院大约12分钟就能到。	"['离医院很近', '看病方便', '步行去医院大约12分钟就能到', '而且周边小吃也很多', '出门就是超市买东西特别便利', '酒店卫生干净']"	"[0.0229845, 0.00306839, 0.469887, 0.106032, 0.00257973, 0.000684888]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/4/1	情侣出游	3.2	酒店位置不错，距离地铁14号线方庄站很近，步行大约五六分钟，酒店有停车场，住宿客人可以免费停车，酒店旁边卖早点的很多，在这个位置对应的这个价位，个人感觉是相当不错的。	"['酒店位置不错', '酒店有停车场', '个人感觉是相当不错的', '酒店旁边卖早点的很多', '在这个位置对应的这个价位', '住宿客人可以免费停车', '步行大约五六分钟', '距离地铁14号线方庄站很近']"	"[0.00152166, 0.00580846, 0.000248234, 0.0480665, 0.167583, 0.0139383, 0.0400344, 0.00188981]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	商务出差	5	环境不错。前台接待小伙子。很有礼貌，很热情。出门左手超市，去肿瘤医院走路七八分钟。附近小吃很多。	"['很热情', '很有礼貌', '附近小吃很多', '环境不错', '前台接待小伙子', '出门左手超市', '去肿瘤医院走路七八分钟']"	"[0.000445078, 0.000181842, 0.199845, 0.0104973, 0.211926, 0.0661185, 0.491455]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/11/1	其他	5	和家人第二次来这个酒店入住了。主要是酒店离肿瘤医院不远，出了酒店大院向北走10分钟就能走到，来回很方便。晚上有空还能去二环边上的小河边溜溜弯。这个酒店房间很干净，设施功能都很齐备。洗澡、上网、看电视都很方面。这次来房间里矿泉水也配上了。美中不足的地方就是洗漱用品要到前台领取。前台服务挺好，位置不错，地铁出行也很方便，值得推荐！	"['来回很方便', '上网', '这个酒店房间很干净', '地铁出行也很方便', '洗澡', '这次来房间里矿泉水也配上了', '看电视都很方面', '和家人第二次来这个酒店入住了', '美中不足的地方就是洗漱用品要到前台领取', '设施功能都很齐备', '主要是酒店离肿瘤医院不远', '位置不错', '出了酒店大院向北走10分钟就能走到', '前台服务挺好', '值得推荐', '晚上有空还能去二环边上的小河边溜溜弯']"	"[0.000489956, 0.0697004, 0.00037675, 0.000276277, 0.268548, 0.0131283, 0.0115438, 0.000411066, 0.000593553, 0.000143969, 0.123818, 0.0236183, 0.0576682, 0.105185, 0.000139595, 0.0113209]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	其他	2.5	楼下有人喝啤酒吃烤串特别吵 到半夜 楼下前台说 没关系 睡着了就听不见了 非常嘈杂	"['楼下前台说', '到半夜', '没关系', '非常嘈杂', '楼下有人喝啤酒吃烤串特别吵', '睡着了就听不见了']"	"[0.092326, 0.390844, 0.508267, 0.997007, 0.366083, 0.995825]"	"['没关系', '非常嘈杂', '睡着了就听不见了']"	"[0.508267, 0.997007, 0.995825]"
速8酒店(北京方庄地铁站店)	2020/12/1	其他	4.5	还可以，离医院比较近，步行就可以。室内基本设施都有，就是网络不太行，还有洗护用品需要自己去要，其他都还算方便，旁边吃饭的地方很多，下次应该还会去，因为方便。	"['还可以', '步行就可以', '其他都还算方便', '因为方便', '下次应该还会去', '就是网络不太行', '室内基本设施都有', '还有洗护用品需要自己去要', '旁边吃饭的地方很多', '离医院比较近']"	"[0.0467517, 0.013432, 0.0400733, 0.000789925, 6.16037e-05, 0.972647, 0.0252689, 0.290488, 0.537198, 0.251715]"	"['就是网络不太行', '旁边吃饭的地方很多']"	"[0.972647, 0.537198]"
速8酒店(北京方庄地铁站店)	2021/3/1	家庭亲子	2.7	内窗房间不是很好，特别压抑，都是病人看病的，屋里有点位，希望好好收拾一下，靠窗户的房间，还是很好的，最近房价一直都在涨。	"['还是很好的', '内窗房间不是很好', '靠窗户的房间', '都是病人看病的', '希望好好收拾一下', '最近房价一直都在涨', '特别压抑', '屋里有点位']"	"[0.0011572, 0.46057, 0.716854, 0.764527, 0.62393, 0.507227, 0.937908, 0.380891]"	"['靠窗户的房间', '都是病人看病的', '希望好好收拾一下', '最近房价一直都在涨', '特别压抑']"	"[0.716854, 0.764527, 0.62393, 0.507227, 0.937908]"
速8酒店(北京方庄地铁站店)	2021/6/1	情侣出游	4	前台的小伙子（小刘）对旅客热情，恳邦忙，服务周到，给我们留下了好的映像，给他点赞。	"['小刘', '前台的小伙子', '给他点赞', '恳邦忙', '服务周到', '给我们留下了好的映像', '对旅客热情']"	"[0.0755827, 0.269952, 2.82082e-05, 0.0127467, 0.00681709, 0.0020736, 0.0297516]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	商务出差	5	房间打扫干净，酒店不远就有超市和饭店，买东西和吃饭比较方便，不远有个公园可以散步	"['酒店不远就有超市和饭店', '不远有个公园可以散步', '买东西和吃饭比较方便', '房间打扫干净']"	"[0.0289209, 0.0263535, 0.0830225, 0.074951]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/3/1	独自旅行	4	酒店位置其实比较偏，设施比较老旧，没有电梯，需要自己一层一层拿行李，但是对于这个价位，也算可以了不要求太高	"['酒店位置其实比较偏', '设施比较老旧', '没有电梯', '但是对于这个价位', '也算可以了不要求太高', '需要自己一层一层拿行李']"	"[0.00294851, 0.825054, 0.625854, 0.649495, 0.404646, 0.222335]"	"['设施比较老旧', '没有电梯', '但是对于这个价位']"	"[0.825054, 0.625854, 0.649495]"
速8酒店(北京方庄地铁站店)	2020/11/1	其他	5	这个酒店在一个院里，交通还算方便。地铁14号线方庄站到酒店走路差不多10分钟。门口就有物美超市和餐馆。买个东西很方便。前台的有个女服务员态度很好。因为有老人，给免升了一个向北有窗的好房间。比较满意吧！下次还来！	"['买个东西很方便', '交通还算方便', '这个酒店在一个院里', '前台的有个女服务员态度很好', '给免升了一个向北有窗的好房间', '下次还来', '因为有老人', '比较满意吧', '门口就有物美超市和餐馆', '地铁14号线方庄站到酒店走路差不多10分钟']"	"[0.0014324, 0.0889466, 0.261279, 0.0958699, 0.0293977, 0.000228722, 0.019306, 0.0151897, 0.120536, 0.0224848]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/1/1	商务出差	5	住的很舒适，环境很干净，主要是卫生做的真不错。	"['住的很舒适', '环境很干净', '主要是卫生做的真不错']"	"[0.000218694, 0.00240052, 0.00776472]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/5/1	其他	4	房费上次228，这次差一个月直接涨到400+！变化太大了吧！而且住了两次电视两次问题，服务倒不错。	"['而且住了两次电视两次问题', '变化太大了吧', '房费上次228', '服务倒不错', '这次差一个月直接涨到400+']"	"[0.877887, 0.668055, 0.7273, 0.898296, 0.942135]"	"['而且住了两次电视两次问题', '变化太大了吧', '房费上次228', '服务倒不错', '这次差一个月直接涨到400+']"	"[0.877887, 0.668055, 0.7273, 0.898296, 0.942135]"
