名称	入住日期	出行目的	评分	评论文本	shortTexts	score	shortTexts-negative	score-negative
速8酒店(北京方庄地铁站店)	2019/5/1	商务出差	5	很信任快捷酒店的环境，舒适干净，离地铁口很近，出行方便，院内有一家老北京爆肚很好吃，正宗老店	"['正宗老店', '离地铁口很近', '很信任快捷酒店的环境', '舒适干净', '出行方便', '院内有一家老北京爆肚很好吃']"	"[0.00173949, 0.00383876, 0.000210987, 0.00011345, 0.000778466, 0.0183938]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/9/1	其他	5	酒店服务很好	['酒店服务很好']	[0.000136544]	[]	[]
速8酒店(北京方庄地铁站店)	2021/1/1	家庭亲子	5	很好，干净	"['很好', '干净']"	"[0.000129439, 0.00020404]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/7/1	家庭亲子	5	前台非常满意，最好	"['前台非常满意', '最好']"	"[0.000855118, 0.00446476]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/8/1	商务出差	4	还不错，价格便宜	"['还不错', '价格便宜']"	"[0.00735176, 0.0203627]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/8/1	朋友出游	4	第一天入住的房间烟味太大，整个无法入睡，第二天换了一间，还行吧。	"['第二天换了一间', '第一天入住的房间烟味太大', '还行吧', '整个无法入睡']"	"[0.6237, 0.959437, 0.138524, 0.992749]"	"['第二天换了一间', '第一天入住的房间烟味太大', '整个无法入睡']"	"[0.6237, 0.959437, 0.992749]"
速8酒店(北京方庄地铁站店)	2019/11/1	独自旅行	4	挺宽敞的，设施比较老，隔音不好，毕竟这么个价位	"['挺宽敞的', '隔音不好', '设施比较老', '毕竟这么个价位']"	"[0.00529107, 0.999571, 0.731718, 0.500043]"	"['隔音不好', '设施比较老', '毕竟这么个价位']"	"[0.999571, 0.731718, 0.500043]"
速8酒店(北京方庄地铁站店)	2019/8/1	家庭亲子	4.2	没有早餐，家庭房，因为是旺季价格不便宜，有三层旧房改造的，没有电梯	"['没有电梯', '没有早餐', '家庭房', '有三层旧房改造的', '因为是旺季价格不便宜']"	"[0.625854, 0.827453, 0.111125, 0.113263, 0.26765]"	"['没有电梯', '没有早餐']"	"[0.625854, 0.827453]"
速8酒店(北京方庄地铁站店)	2020/7/1	其他	5	挺不错的干净卫生	['挺不错的干净卫生']	[0.00429877]	[]	[]
速8酒店(北京方庄地铁站店)	2020/7/1	商务出差	5	酒店很不错，挺好的。	"['酒店很不错', '挺好的']"	"[0.000119678, 0.000846259]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/8/1	其他	4.7	干净卫生，挺好的	"['挺好的', '干净卫生']"	"[0.000846259, 0.00251774]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/12/1	情侣出游	5	还不错啦，	['还不错啦']	[0.00406315]	[]	[]
速8酒店(北京方庄地铁站店)	2019/7/1	家庭亲子	5	酒店卫生特别好，环境也很好，服务也好，交通更不用说了，几百米内就有地铁站……	"['服务也好', '环境也很好', '酒店卫生特别好', '交通更不用说了', '几百米内就有地铁站']"	"[0.0025242, 0.000187685, 0.000157735, 0.00237192, 0.211493]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/7/1	家庭亲子	5	服务特别好，地理位置优越，出行方便，我都介绍了三个朋友来住，现在又订房……	"['出行方便', '服务特别好', '现在又订房', '地理位置优越', '我都介绍了三个朋友来住']"	"[0.000778466, 0.00212783, 0.0137931, 0.0257198, 0.00430832]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/9/1	其他	5	位置离肿瘤医院很近，很方便，服务好，给免费升级了房间，点赞	"['很方便', '点赞', '服务好', '位置离肿瘤医院很近', '给免费升级了房间']"	"[0.000833078, 2.18132e-05, 0.0154092, 0.0203522, 0.00605393]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/9/1	家庭亲子	5	非常感谢前台	['非常感谢前台']	[0.00204338]	[]	[]
速8酒店(北京方庄地铁站店)	2019/9/1	其他	5	领母亲去北京看病，是肿瘤医院附近性价比最高的旅馆了。	"['是肿瘤医院附近性价比最高的旅馆了', '领母亲去北京看病']"	"[0.00840971, 0.0657765]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/9/1	其他	3.5	房子进去潮湿的霉味，隔壁的人说啥都能听见，隔音超级差	"['隔壁的人说啥都能听见', '隔音超级差', '房子进去潮湿的霉味']"	"[0.941064, 0.999861, 0.996684]"	"['隔壁的人说啥都能听见', '隔音超级差', '房子进去潮湿的霉味']"	"[0.941064, 0.999861, 0.996684]"
速8酒店(北京方庄地铁站店)	2019/4/1	朋友出游	4	今年来了3次，周边还数这家店比较实惠，服务态度很好。人气很高，经常爆满。价格优惠，周边餐馆，超市很方便！	"['周边餐馆', '人气很高', '超市很方便', '价格优惠', '服务态度很好', '周边还数这家店比较实惠', '经常爆满', '今年来了3次']"	"[0.34304, 0.00262126, 0.00385672, 0.00714879, 0.00890883, 0.220616, 0.157979, 0.00281171]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/8/1	其他	5	干净整洁非常好	['干净整洁非常好']	[0.000142001]	[]	[]
速8酒店(北京方庄地铁站店)	2020/7/1	其他	5	还不错，价格合适	"['还不错', '价格合适']"	"[0.00735177, 0.000314479]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/8/1	家庭亲子	3	在一个老单位里，设施老，离地铁站走一段路，隔音效果差，房间很小。	"['设施老', '在一个老单位里', '房间很小', '隔音效果差', '离地铁站走一段路']"	"[0.983784, 0.347683, 0.926136, 0.999892, 0.0911095]"	"['设施老', '房间很小', '隔音效果差']"	"[0.983784, 0.926136, 0.999892]"
速8酒店(北京方庄地铁站店)	2020/10/1	朋友出游	3.7	挺好的，推荐	"['挺好的', '推荐']"	"[0.000846259, 0.000121974]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/2/1	情侣出游	4.2	不知道能不能加床，没有早餐，地理位置还不错叭，离北京站不远，附近也有地铁，还算得上繁华叭周边，隔音一般，房间很暖和	"['地理位置还不错叭', '没有早餐', '附近也有地铁', '离北京站不远', '隔音一般', '不知道能不能加床', '还算得上繁华叭周边', '房间很暖和']"	"[0.200273, 0.827453, 0.0387935, 0.0416329, 0.999292, 0.927218, 0.13884, 0.000858101]"	"['没有早餐', '隔音一般', '不知道能不能加床']"	"[0.827453, 0.999292, 0.927218]"
速8酒店(北京方庄地铁站店)	2018/12/1	独自旅行	5	早餐很好，酒店不大，但是比较干净，没有加床，停车场比较小，外面附近有小吃。早餐很好，酒店不大，但是比较干净，没有加床，停车场比较小，外面附近有小吃。	"['停车场比较小', '但是比较干净', '没有加床', '外面附近有小吃', '酒店不大', '早餐很好']"	"[0.0768789, 0.169089, 0.980291, 0.255761, 0.0107484, 0.00343749]"	['没有加床']	[0.980291]
速8酒店(北京方庄地铁站店)	2018/12/1	朋友出游	5	早餐没有，酒店不大，但是比较干净，没有加床，停车场比较小，外面附近有小吃。早餐很好，酒店不大，但是比较干净，没有加床，停车场比较小，外面附近有小吃。	"['没有加床', '早餐没有', '停车场比较小', '但是比较干净', '外面附近有小吃', '酒店不大', '早餐很好']"	"[0.980291, 0.901044, 0.0768789, 0.169089, 0.255761, 0.0107484, 0.0034375]"	"['没有加床', '早餐没有']"	"[0.980291, 0.901044]"
速8酒店(北京方庄地铁站店)	2019/12/1	商务出差	5	距离中国医学科学院肿瘤医院很近，方便。	"['距离中国医学科学院肿瘤医院很近', '方便']"	"[0.0115266, 0.00119167]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/6/1	其他	5	性价比很高，这样的价钱，这样的条件，非常不错了，周边吃饭挺方便，离地铁近。	"['这样的价钱', '这样的条件', '性价比很高', '离地铁近', '非常不错了', '周边吃饭挺方便']"	"[0.993757, 0.987021, 0.000110221, 0.0221033, 0.000192946, 0.104964]"	"['这样的价钱', '这样的条件']"	"[0.993757, 0.987021]"
速8酒店(北京方庄地铁站店)	2019/2/1	情侣出游	5	房间很大，设施很齐全。服务还行吧，没房给我们换了一个大点儿的。比较满意。就是周围定外卖费劲。地址离地铁站啊。走个十来分钟。	"['房间很大', '设施很齐全', '比较满意', '没房给我们换了一个大点儿的', '走个十来分钟', '服务还行吧', '就是周围定外卖费劲', '地址离地铁站啊']"	"[0.00681605, 0.00115281, 0.00382457, 0.982715, 0.244009, 0.704344, 0.00920731, 0.147928]"	"['没房给我们换了一个大点儿的', '服务还行吧']"	"[0.982715, 0.704344]"
速8酒店(北京方庄地铁站店)	2019/7/1	其他	2.5	在一个院子里，旁边是一家烧烤店，乱糟糟的，环境很差，服务也不好。	"['在一个院子里', '环境很差', '旁边是一家烧烤店', '服务也不好', '乱糟糟的']"	"[0.11847, 0.997884, 0.711627, 0.997973, 0.998913]"	"['环境很差', '旁边是一家烧烤店', '服务也不好', '乱糟糟的']"	"[0.997884, 0.711627, 0.997973, 0.998913]"
速8酒店(北京方庄地铁站店)	2020/10/1	商务出差	5	还不错挺好	['还不错挺好']	[0.00670709]	[]	[]
速8酒店(北京方庄地铁站店)	2019/10/1	其他	5	环境很好，离医院也近，价格跟民宿差不多，很便宜。	"['很便宜', '环境很好', '离医院也近', '价格跟民宿差不多']"	"[0.0224555, 0.00109376, 0.0376394, 0.425371]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/10/1	其他	4	前台服务态度热情 性价比还可以 这个价格推荐	"['性价比还可以', '这个价格推荐', '前台服务态度热情']"	"[0.000214908, 0.0204341, 0.116819]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/4/1	商务出差	5	房间挺小的，不过还算干净的，出差补助只能住这样的价位，没早餐，发票没有专用联，在意的注意了！	"['没早餐', '房间挺小的', '不过还算干净的', '发票没有专用联', '在意的注意了', '出差补助只能住这样的价位']"	"[0.87563, 0.359298, 0.0704763, 0.997062, 0.899738, 0.325338]"	"['没早餐', '发票没有专用联', '在意的注意了']"	"[0.87563, 0.997062, 0.899738]"
速8酒店(北京方庄地铁站店)	2019/5/1	朋友出游	5	离方庄地铁站很近，酒店环境不错，房间很宽敞，前天人员服务好，还可以寄存皮箱，满意！	"['满意', '房间很宽敞', '离方庄地铁站很近', '酒店环境不错', '还可以寄存皮箱', '前天人员服务好']"	"[0.000421289, 0.00302123, 0.00913406, 0.000378701, 0.028494, 0.0411232]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/3/1	其他	5	房间干净整洁 安全性好 有门禁 地理位置不错 周边设施齐全 餐饮便利店都很齐全 北京出行 性价比不错	"['安全性好', '性价比不错', '周边设施齐全', '地理位置不错', '有门禁', '餐饮便利店都很齐全', '北京出行', '房间干净整洁']"	"[0.000115888, 0.00011803, 0.00949159, 0.0346694, 0.0295685, 0.00058293, 0.0170985, 0.00154836]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/7/1	朋友出游	4.5	距离地铁站挺近的，步行几分钟，服务也挺好，吐槽的就是床头没插座。	"['距离地铁站挺近的', '服务也挺好', '步行几分钟', '吐槽的就是床头没插座']"	"[0.0144209, 0.00532545, 0.0607965, 0.974366]"	['吐槽的就是床头没插座']	[0.974366]
速8酒店(北京方庄地铁站店)	2019/3/1	商务出差	3.7	酒店类似一般的快捷酒店，卫生、服务相差不大。位置距地铁近一些，比较方便。缺点就是没有早餐，不是很方便。	"['不是很方便', '比较方便', '卫生', '服务相差不大', '缺点就是没有早餐', '位置距地铁近一些', '酒店类似一般的快捷酒店']"	"[0.989312, 0.0219039, 0.722853, 0.735197, 0.548008, 0.0662403, 0.062088]"	"['不是很方便', '卫生', '服务相差不大', '缺点就是没有早餐']"	"[0.989312, 0.722853, 0.735197, 0.548008]"
速8酒店(北京方庄地铁站店)	2019/2/1	情侣出游	5	酒店位置比较好找，离地铁口步行五六分钟，环境也可以，设施略微陈旧，但这个价位的算是干净整洁，对于我这种要求不高的人来说住的比较舒服	"['酒店位置比较好找', '但这个价位的算是干净整洁', '对于我这种要求不高的人来说住的比较舒服', '环境也可以', '设施略微陈旧', '离地铁口步行五六分钟']"	"[0.0041669, 0.498452, 0.187474, 0.00609037, 0.64671, 0.0199309]"	['设施略微陈旧']	[0.64671]
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	5	非常方便，离14号线地铁和公交站都很近。楼下有超市，有庆丰包子，和清真早餐，北京旅游行程地铁都可以搞定。很愉快的住宿！	"['楼下有超市', '有庆丰包子', '离14号线地铁和公交站都很近', '和清真早餐', '非常方便', '很愉快的住宿', '北京旅游行程地铁都可以搞定']"	"[0.0894773, 0.196664, 0.00143705, 0.165552, 0.000183459, 0.000150222, 0.000608381]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/10/1	家庭亲子	5	很好的住处	['很好的住处']	[0.000171282]	[]	[]
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	5	房间设施好，干净卫生，服务态度非常好赞赞赞。第一次在网上订房间特别方便，随时到随时住，方便快捷。以后还会光顾的	"['房间设施好', '方便快捷', '第一次在网上订房间特别方便', '干净卫生', '以后还会光顾的', '随时到随时住', '服务态度非常好赞赞赞']"	"[0.00379738, 0.000165907, 0.00034273, 0.00251774, 9.71922e-05, 0.00929779, 0.000570179]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	2.2	酒店没有早餐，不能加床吧，我觉带孩子不太方便，卫生搞得不是很好，设施比较老旧，床头连个插座都没有，位置还行，地铁比较方便，停车场是有，停车位不多，车开出去了一不小心回来就设地方了，在北京这地方这个价位也不要要求太高，能奏和就行，要求高的话还是选择大点的酒店，但是要多点银子哟！	"['停车位不多', '停车场是有', '地铁比较方便', '位置还行', '不能加床吧', '但是要多点银子哟', '我觉带孩子不太方便', '在北京这地方这个价位也不要要求太高', '酒店没有早餐', '能奏和就行', '要求高的话还是选择大点的酒店', '设施比较老旧', '车开出去了一不小心回来就设地方了', '卫生搞得不是很好', '床头连个插座都没有']"	"[0.0641955, 0.161713, 0.0220413, 0.491424, 0.990583, 0.10371, 0.200014, 0.859554, 0.154689, 0.448938, 0.592773, 0.825054, 0.141421, 0.998752, 0.999692]"	"['不能加床吧', '在北京这地方这个价位也不要要求太高', '要求高的话还是选择大点的酒店', '设施比较老旧', '卫生搞得不是很好', '床头连个插座都没有']"	"[0.990583, 0.859554, 0.592773, 0.825054, 0.998752, 0.999692]"
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	2.7	酒店位置可以，离方庄地铁站不太远，得有8分钟。去动物园一个多小时，去鸟巢一小时40分。到天安门估计地铁45分钟。因为没有一个直达线，需换乘。换乘路线很长。  前台瘦脸男孩服务态度还可以。可以停车。离高速近。靠窗二楼空调外机总是响，一晚没睡好，又换了房间。酒店设施很一般。不如汉庭。	"['需换乘', '酒店位置可以', '换乘路线很长', '可以停车', '去鸟巢一小时40分', '酒店设施很一般', '得有8分钟', '因为没有一个直达线', '一晚没睡好', '去动物园一个多小时', '又换了房间', '离高速近', '不如汉庭', '离方庄地铁站不太远', '到天安门估计地铁45分钟', '前台瘦脸男孩服务态度还可以', '靠窗二楼空调外机总是响']"	"[0.685011, 0.0101951, 0.420735, 0.0186028, 0.09382, 0.764372, 0.124125, 0.549347, 0.988815, 0.225016, 0.942031, 0.024691, 0.988308, 0.0689283, 0.50915, 0.744458, 0.777819]"	"['需换乘', '酒店设施很一般', '因为没有一个直达线', '一晚没睡好', '又换了房间', '不如汉庭', '到天安门估计地铁45分钟', '前台瘦脸男孩服务态度还可以', '靠窗二楼空调外机总是响']"	"[0.685011, 0.764372, 0.549347, 0.988815, 0.942031, 0.988308, 0.50915, 0.744458, 0.777819]"
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	1	第一次住这么差环境的酒店！简直无法形容！房间门口和楼下就是堆垃圾的地方，房间大股恶臭，要求换房服务员还态度恶劣！	"['房间大股恶臭', '房间门口和楼下就是堆垃圾的地方', '要求换房服务员还态度恶劣', '简直无法形容', '第一次住这么差环境的酒店']"	"[0.997454, 0.994297, 0.999184, 0.99565, 0.999916]"	"['房间大股恶臭', '房间门口和楼下就是堆垃圾的地方', '要求换房服务员还态度恶劣', '简直无法形容', '第一次住这么差环境的酒店']"	"[0.997454, 0.994297, 0.999184, 0.99565, 0.999916]"
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	3.2	"酒店离地铁站很近，出行很方便,院里有个停车场，但是不是太大，傍晚回来看见都停满了，毕竟在北京这个地方这个价位已经很物有所值了。"	"['出行很方便', '院里有个停车场', '毕竟在北京这个地方这个价位已经很物有所值了', '酒店离地铁站很近', '傍晚回来看见都停满了', '但是不是太大']"	"[0.00033263, 0.117931, 0.000886783, 0.000230598, 0.108091, 0.972767]"	['但是不是太大']	[0.972767]
速8酒店(北京方庄地铁站店)	2020/9/1	商务出差	5	好好的很好	['好好的很好']	[0.000150828]	[]	[]
速8酒店(北京方庄地铁站店)	2019/5/1	情侣出游	3	一般 与图片不太符 给我门在过道中间开了个房间 根本没法拉窗帘。两边都是过道。	"['一般', '两边都是过道', '与图片不太符', '给我门在过道中间开了个房间', '根本没法拉窗帘']"	"[0.945613, 0.526275, 0.996059, 0.725969, 0.999336]"	"['一般', '两边都是过道', '与图片不太符', '给我门在过道中间开了个房间', '根本没法拉窗帘']"	"[0.945613, 0.526275, 0.996059, 0.725969, 0.999336]"
速8酒店(北京方庄地铁站店)	2020/5/1	家庭亲子	5	酒店很好、干净卫生。	"['酒店很好', '干净卫生']"	"[0.000135915, 0.00251774]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/6/1	商务出差	5	酒店服务员服务态度好！忘了的衣服能及时沟通并发快递，性价比高	"['酒店服务员服务态度好', '忘了的衣服能及时沟通并发快递', '性价比高']"	"[0.00406857, 0.100343, 0.000115398]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/2/1	商务出差	3.5	总体来说还算可以吧！特意嘱咐前台，开个带窗户的房间，都不怎么搭理人，最后还是给了个没窗户的。半夜很吵。	"['最后还是给了个没窗户的', '开个带窗户的房间', '半夜很吵', '特意嘱咐前台', '总体来说还算可以吧', '都不怎么搭理人']"	"[0.980372, 0.131315, 0.985405, 0.1166, 0.0498232, 0.997619]"	"['最后还是给了个没窗户的', '半夜很吵', '都不怎么搭理人']"	"[0.980372, 0.985405, 0.997619]"
速8酒店(北京方庄地铁站店)	2019/7/1	家庭亲子	3.2	位置不错，免费停车。一米二的床，勉强可以睡俩大人一个小孩	"['一米二的床', '位置不错', '免费停车', '勉强可以睡俩大人一个小孩']"	"[0.507912, 0.0236183, 0.0249227, 0.997765]"	"['一米二的床', '勉强可以睡俩大人一个小孩']"	"[0.507912, 0.997765]"
速8酒店(北京方庄地铁站店)	2019/5/1	商务出差	5	非常非常非常的帮	['非常非常非常的帮']	[0.000110777]	[]	[]
速8酒店(北京方庄地铁站店)	2019/2/1	家庭亲子	5	酒店干净，环境好，服务态度一切都好好好好好好好，适合带孩子来京居住旅游，离旅游景点方便快捷，地铁站比较近	"['环境好', '离旅游景点方便快捷', '酒店干净', '服务态度一切都好好好好好好好', '适合带孩子来京居住旅游', '地铁站比较近']"	"[0.00442413, 0.00193899, 0.000318318, 0.00167845, 0.00219258, 0.136209]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/1/1	独自旅行	3	酒店离开地铁不远，走十分钟可以到，房间比较简陋，旁边餐厅挺好吃的，但周边环境不太好，服务态度一般，凑合住一晚还行。	"['但周边环境不太好', '旁边餐厅挺好吃的', '服务态度一般', '凑合住一晚还行', '酒店离开地铁不远', '房间比较简陋', '走十分钟可以到']"	"[0.383765, 0.633454, 0.95864, 0.994618, 0.0138003, 0.471711, 0.0212867]"	"['旁边餐厅挺好吃的', '服务态度一般', '凑合住一晚还行']"	"[0.633454, 0.95864, 0.994618]"
速8酒店(北京方庄地铁站店)	2019/8/1	家庭亲子	5	啇家服务态度好	['啇家服务态度好']	[0.0319269]	[]	[]
速8酒店(北京方庄地铁站店)	2020/9/1	商务出差	4	价钱还可以	['价钱还可以']	[0.302847]	[]	[]
速8酒店(北京方庄地铁站店)	2019/4/1	商务出差	5	好红米嘻嘻嘻嘻WWI凶你民众敏敏明明OMG哦SOHO共鸣哦红米or民工民工嵩明民工哦SOHO共鸣哦红米	['好红米嘻嘻嘻嘻WWI凶你民众敏敏明明OMG哦SOHO共鸣哦红米or民工民工嵩明民工哦SOHO共鸣哦红米']	[0.130714]	[]	[]
速8酒店(北京方庄地铁站店)	2018/10/1	朋友出游	5	没有早餐，附近有庆丰包子铺挺好吃的，不能加床，适合带孩子，位置离地铁口很近直走拐弯就到了，有停车场但是位置不多。	"['有停车场但是位置不多', '没有早餐', '不能加床', '附近有庆丰包子铺挺好吃的', '适合带孩子', '位置离地铁口很近直走拐弯就到了']"	"[0.037304, 0.827453, 0.995593, 0.521313, 0.000257897, 0.00762578]"	"['没有早餐', '不能加床', '附近有庆丰包子铺挺好吃的']"	"[0.827453, 0.995593, 0.521313]"
速8酒店(北京方庄地铁站店)	2019/7/1	商务出差	1.5	千万别住，环境设施差就不说了，一晚上没睡，全程再打蟑螂	"['千万别住', '一晚上没睡', '全程再打蟑螂', '环境设施差就不说了']"	"[0.9995, 0.996931, 0.818024, 0.999445]"	"['千万别住', '一晚上没睡', '全程再打蟑螂', '环境设施差就不说了']"	"[0.9995, 0.996931, 0.818024, 0.999445]"
速8酒店(北京方庄地铁站店)	2020/1/1	家庭亲子	5	性价比不错，地理位置紧靠地铁。	"['性价比不错', '地理位置紧靠地铁']"	"[0.00011803, 0.0318497]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/2/1	其他	5	附近吃的很多，整体不错，价位也合适，还有超市，都很方便的，只是隔音真的很头疼，好晚还在吵吵吵，好困啊。。。	"['都很方便的', '附近吃的很多', '好困啊', '还有超市', '只是隔音真的很头疼', '整体不错', '价位也合适', '好晚还在吵吵吵']"	"[0.000576113, 0.120608, 0.655996, 0.0457207, 0.881447, 0.00106194, 0.000164882, 0.930071]"	"['好困啊', '只是隔音真的很头疼', '好晚还在吵吵吵']"	"[0.655996, 0.881447, 0.930071]"
速8酒店(北京方庄地铁站店)	2020/5/1	其他	5	干净卫生服务很好	['干净卫生服务很好']	[0.00204503]	[]	[]
速8酒店(北京方庄地铁站店)	2019/6/1	独自旅行	5	至少5个字，不写还不能提交？这叫什么评价嘛？有停车场，住宿停车免费	"['住宿停车免费', '至少5个字', '不写还不能提交？这叫什么评价嘛？有停车场']"	"[0.00918256, 0.580432, 0.998631]"	"['至少5个字', '不写还不能提交？这叫什么评价嘛？有停车场']"	"[0.580432, 0.998631]"
速8酒店(北京方庄地铁站店)	2019/12/1	商务出差	5	前台服务态度很好，地理位置优越	"['前台服务态度很好', '地理位置优越']"	"[0.0221629, 0.0257198]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/1/1	家庭亲子	3.5	初到酒店，外围很失望，很败落的样子，走到地铁站的这条街才能感觉到是在北京，否则一直怀疑是在某个农村和城市结合处。	"['初到酒店', '很败落的样子', '外围很失望', '走到地铁站的这条街才能感觉到是在北京', '否则一直怀疑是在某个农村和城市结合处']"	"[0.00365717, 0.995862, 0.998858, 0.0761587, 0.996416]"	"['很败落的样子', '外围很失望', '否则一直怀疑是在某个农村和城市结合处']"	"[0.995862, 0.998858, 0.996416]"
速8酒店(北京方庄地铁站店)	2019/1/1	商务出差	4	在一个类似机关的大院内，位置、大堂、房间布局还行，离地铁也不远，步行十分钟内，周边小饭店多，吃饭方便，价格在北京超值。	"['大堂', '位置', '吃饭方便', '步行十分钟内', '周边小饭店多', '在一个类似机关的大院内', '房间布局还行', '价格在北京超值', '离地铁也不远']"	"[0.0916719, 0.100132, 0.0151389, 0.0386881, 0.495083, 0.631662, 0.471117, 0.000983379, 0.0248345]"	['在一个类似机关的大院内']	[0.631662]
速8酒店(北京方庄地铁站店)	2019/9/1	商务出差	3	比较一般，有种年代久远的感觉……卫生间有味道	"['卫生间有味道', '有种年代久远的感觉', '比较一般']"	"[0.254128, 0.333692, 0.988091]"	['比较一般']	[0.988091]
速8酒店(北京方庄地铁站店)	2019/10/1	商务出差	5	交通便利，环境不错，购物吃饭都比较方便	"['交通便利', '购物吃饭都比较方便', '环境不错']"	"[0.00470112, 0.00879462, 0.0104973]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/6/1	商务出差	4	一般吧，交通方便	"['一般吧', '交通方便']"	"[0.955422, 0.0089512]"	['一般吧']	[0.955422]
速8酒店(北京方庄地铁站店)	2019/2/1	独自旅行	4	我选的没有早餐，就不评论，二楼有羊肉味，不知哪儿来的，附近有个大超市，吃饭的很多。还算安静。有停车的地方。	"['有停车的地方', '我选的没有早餐', '不知哪儿来的', '吃饭的很多', '就不评论', '二楼有羊肉味', '附近有个大超市', '还算安静']"	"[0.057488, 0.804466, 0.944315, 0.0810829, 0.997997, 0.115478, 0.293224, 0.0298467]"	"['我选的没有早餐', '不知哪儿来的', '就不评论']"	"[0.804466, 0.944315, 0.997997]"
速8酒店(北京方庄地铁站店)	2019/7/1	家庭亲子	5	酒店位置很好，离方庄地铁站很近。楼下很多川菜味道还可以。	"['酒店位置很好', '离方庄地铁站很近', '楼下很多川菜味道还可以']"	"[0.000143167, 0.00913406, 0.592639]"	['楼下很多川菜味道还可以']	[0.592639]
速8酒店(北京方庄地铁站店)	2019/12/1	其他	4.7	总体还行吧，就是房价有点味儿	"['总体还行吧', '就是房价有点味儿']"	"[0.071587, 0.889527]"	['就是房价有点味儿']	[0.889527]
速8酒店(北京方庄地铁站店)	2019/12/1	商务出差	4	位置不错，去办事的地方很方便！	"['去办事的地方很方便', '位置不错']"	"[0.00797911, 0.0236183]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/5/1	其他	5	吃饭买东西便利	['吃饭买东西便利']	[0.0319596]	[]	[]
速8酒店(北京方庄地铁站店)	2019/11/1	独自旅行	5	位置不错，离我办事的地方比较近。	"['位置不错', '离我办事的地方比较近']"	"[0.0236183, 0.0847182]"	[]	[]
速8酒店(北京方庄地铁站店)	2019/12/1	商务出差	5	离中国医学科学院肿瘤医院很近	['离中国医学科学院肿瘤医院很近']	[0.0164689]	[]	[]
速8酒店(北京方庄地铁站店)	2019/1/1	家庭亲子	5	早餐很好，酒店不大，但是比较干净，没有加床，停车场比较小，外面附近有小吃。	"['停车场比较小', '但是比较干净', '没有加床', '外面附近有小吃', '早餐很好', '酒店不大']"	"[0.0768789, 0.169089, 0.980291, 0.255761, 0.00343749, 0.0107484]"	['没有加床']	[0.980291]
速8酒店(北京方庄地铁站店)	2018/12/1	独自旅行	4.5	酒店位置还算好找，离地铁站不是很远，但宾馆里没有电梯，比较麻烦，而且房间设施有些陈旧了，插座少，设置的位置还不太好	"['设置的位置还不太好', '酒店位置还算好找', '插座少', '比较麻烦', '但宾馆里没有电梯', '而且房间设施有些陈旧了', '离地铁站不是很远']"	"[0.983488, 0.0111777, 0.99961, 0.990898, 0.123263, 0.860602, 0.0393512]"	"['设置的位置还不太好', '插座少', '比较麻烦', '而且房间设施有些陈旧了']"	"[0.983488, 0.99961, 0.990898, 0.860602]"
速8酒店(北京方庄地铁站店)	2019/3/1	情侣出游	5	有停车场，交通挺方便，附近还有不少小吃。（不在意小吃卫生的可以来试一试，真心不错）	"['附近还有不少小吃', '真心不错', '有停车场', '不在意小吃卫生的可以来试一试', '交通挺方便']"	"[0.250301, 0.00067937, 0.0335939, 0.589522, 0.0143937]"	['不在意小吃卫生的可以来试一试']	[0.589522]
速8酒店(北京方庄地铁站店)	2019/2/1	独自旅行	4.7	周围小吃店非常多（！ 我的房间卫生间马桶有一点emmmmm 住了七天堵了两回（… 但是处理得很及时 总体还不错	"['总体还不错', '周围小吃店非常多', '但是处理得很及时', '住了七天堵了两回', '我的房间卫生间马桶有一点emmmmm']"	"[0.00290796, 0.122397, 0.187617, 0.227641, 0.105935]"	[]	[]
